,make,model,year,trim,mileage,price,monthly_payment,status,link
713,Dodge,Challenger,2018,R/T Scat Pack,"8,200 miles","$44,590",['$804/mo'],None,www.carvana.com/vehicle/2483600
714,Kia,Sedona,2018,LX,"59,170 miles","$26,590",['$517/mo'],None,www.carvana.com/vehicle/2486959
715,Dodge,Challenger,2015,Scat Pack,"18,555 miles","$39,990",['$768/mo'],None,www.carvana.com/vehicle/2457068
716,Dodge,Challenger,2017,SXT Plus,"32,707 miles","$28,590",['$560/mo'],None,www.carvana.com/vehicle/2483960
717,Dodge,Challenger,2016,SXT,"17,259 miles","$28,990",['$562/mo'],None,www.carvana.com/vehicle/2483904
718,Dodge,Challenger,2018,SXT Plus,"22,475 miles","$31,590",['$615/mo'],None,www.carvana.com/vehicle/2449851
719,Dodge,Grand,2019,SXT,"55,603 miles","$25,990",['$509/mo'],None,www.carvana.com/vehicle/2424329
720,Dodge,Challenger,2020,SXT,"27,490 miles","$29,990",['$591/mo'],None,www.carvana.com/vehicle/2483185
721,Dodge,Charger,2018,GT,"74,319 miles","$27,990",['$544/mo'],None,www.carvana.com/vehicle/2450220
722,Dodge,Charger,2019,SXT,"44,760 miles","$28,590",['$548/mo'],None,www.carvana.com/vehicle/2077514
723,Dodge,Challenger,2016,SXT Plus,"66,697 miles","$26,590",['$517/mo'],None,www.carvana.com/vehicle/2456677
724,Dodge,Charger,2019,SXT,"40,293 miles","$29,990",['$583/mo'],None,www.carvana.com/vehicle/2490111
725,Dodge,Charger,2020,SXT,"65,664 miles","$26,990",['$525/mo'],None,www.carvana.com/vehicle/2490092
726,Dodge,Challenger,2016,R/T,"8,593 miles","$35,990",['$689/mo'],None,www.carvana.com/vehicle/2490046
727,Dodge,Challenger,2019,SXT,"13,253 miles","$30,590",['$592/mo'],None,www.carvana.com/vehicle/1968002
728,Dodge,Charger,2020,SXT,"24,171 miles","$30,990",['$597/mo'],None,www.carvana.com/vehicle/2489466
729,Dodge,Charger,2016,R/T,"97,629 miles","$25,590",['$518/mo'],None,www.carvana.com/vehicle/2397561
730,Dodge,Challenger,2014,R/T,"51,178 miles","$27,990",['$543/mo'],None,www.carvana.com/vehicle/2489441
731,Dodge,Durango,2017,SXT,"37,559 miles","$32,990",['$635/mo'],None,www.carvana.com/vehicle/2456360
732,Kia,Sportage,2021,LX,"41,715 miles","$25,990",['$493/mo'],None,www.carvana.com/vehicle/2489055
733,Kia,K5,2021,EX,"12,301 miles","$35,590",['$685/mo'],None,www.carvana.com/vehicle/2452775
734,Dodge,Charger,2020,SXT,"28,531 miles","$30,990",['$610/mo'],None,www.carvana.com/vehicle/2393118
735,Kia,Seltos,2021,S 2.0,"39,588 miles","$27,990",['$542/mo'],None,www.carvana.com/vehicle/2355310
736,Kia,K5,2021,LXS,"35,453 miles","$25,990",['$493/mo'],None,www.carvana.com/vehicle/2485363
737,Dodge,Challenger,2018,R/T Scat Pack,"21,153 miles","$43,590",['$783/mo'],None,www.carvana.com/vehicle/2465712
738,Kia,K5,2021,GT-Line,"42,503 miles","$31,590",['$613/mo'],None,www.carvana.com/vehicle/2439158
739,Dodge,Challenger,2017,R/T Scat Pack,"37,849 miles","$40,990",['$736/mo'],None,www.carvana.com/vehicle/2466003
740,Dodge,Charger,2017,SXT,"49,477 miles","$27,990",['$556/mo'],None,www.carvana.com/vehicle/2485633
741,Kia,Sorento,2021,LX,"51,275 miles","$30,590",['$580/mo'],None,www.carvana.com/vehicle/2485573
742,Dodge,Challenger,2020,SXT,"26,763 miles","$30,590",['$602/mo'],None,www.carvana.com/vehicle/2484706
743,Dodge,Charger,2015,R/T,"35,232 miles","$31,990",['$629/mo'],None,www.carvana.com/vehicle/2465264
744,Dodge,Journey,2019,Crossroad,"47,830 miles","$26,990",['$531/mo'],None,www.carvana.com/vehicle/2465291
745,Dodge,Charger,2021,GT,"29,252 miles","$35,990",['$691/mo'],None,www.carvana.com/vehicle/2465224
746,Dodge,Charger,2017,Daytona,"86,702 miles","$32,990",['$661/mo'],None,www.carvana.com/vehicle/2465354
747,Dodge,Durango,2018,Citadel,"41,713 miles","$39,990",['$770/mo'],None,www.carvana.com/vehicle/1810781
748,Dodge,Challenger,2011,R/T,"51,537 miles","$25,990",['$513/mo'],None,www.carvana.com/vehicle/2465112
749,Dodge,Challenger,2016,SXT,"47,568 miles","$26,990",['$527/mo'],None,www.carvana.com/vehicle/2462079
750,Kia,Telluride,2022,SX,"10,467 miles","$59,990",['$1057/mo'],None,www.carvana.com/vehicle/2360687
751,Dodge,Challenger,2015,Scat Pack,"69,338 miles","$33,590",['$649/mo'],None,www.carvana.com/vehicle/2471079
752,Dodge,Charger,2017,R/T,"67,180 miles","$30,990",['$600/mo'],None,www.carvana.com/vehicle/2427815
753,Dodge,Charger,2018,GT,"38,060 miles","$31,590",['$617/mo'],None,www.carvana.com/vehicle/2428163
754,Kia,Seltos,2021,LX,"41,478 miles","$27,990",['$542/mo'],None,www.carvana.com/vehicle/2466779
755,Dodge,Challenger,2020,SRT Hellcat,"13,710 miles","$71,990",['$1246/mo'],None,www.carvana.com/vehicle/2466197
756,Dodge,Charger,2016,SE,"5,899 miles","$26,590",['$517/mo'],None,www.carvana.com/vehicle/2380699
757,Dodge,Durango,2014,Limited,"44,846 miles","$28,990",['$561/mo'],None,www.carvana.com/vehicle/2466460
758,Dodge,Durango,2014,R/T,"88,815 miles","$29,590",['$599/mo'],None,www.carvana.com/vehicle/2377907
759,Dodge,Charger,2019,SXT,"13,579 miles","$32,990",['$633/mo'],None,www.carvana.com/vehicle/2469804
760,Dodge,Charger,2018,GT,"57,803 miles","$28,990",['$569/mo'],None,www.carvana.com/vehicle/2473284
761,Dodge,Challenger,2016,SXT,"47,219 miles","$25,590",['$497/mo'],None,www.carvana.com/vehicle/2479521
762,Kia,Telluride,2021,S,"27,008 miles","$44,990",['$810/mo'],None,www.carvana.com/vehicle/2410424
763,Dodge,Challenger,2015,SXT,"15,669 miles","$26,990",['$525/mo'],None,www.carvana.com/vehicle/2472691
764,Dodge,Durango,2017,GT,"88,719 miles","$28,990",['$587/mo'],None,www.carvana.com/vehicle/2469612
765,Dodge,Challenger,2019,SXT,"10,894 miles","$30,990",['$599/mo'],None,www.carvana.com/vehicle/2472758
766,Dodge,Charger,2016,SE,"12,883 miles","$27,590",['$536/mo'],None,www.carvana.com/vehicle/2469676
767,Dodge,Charger,2020,SXT,"21,211 miles","$31,990",['$623/mo'],None,www.carvana.com/vehicle/2479201
768,Kia,Carnival,2022,SX Prestige,"6,526 miles","$61,590",['$1069/mo'],None,www.carvana.com/vehicle/2468908
769,Dodge,Challenger,2010,SRT8,"64,413 miles","$28,990",['$566/mo'],None,www.carvana.com/vehicle/2402890
770,Kia,Sorento,2020,LX,"57,178 miles","$25,990",['$513/mo'],None,www.carvana.com/vehicle/2469087
771,Dodge,Challenger,2020,SRT Hellcat Redeye Widebody,"16,608 miles","$83,990",['$1446/mo'],None,www.carvana.com/vehicle/2476368
772,Dodge,Challenger,2010,R/T,"39,454 miles","$26,590",['$516/mo'],None,www.carvana.com/vehicle/2478858
773,Dodge,Dart,2015,SXT,"66,667 miles","$15,990",['$308/mo'],None,www.carvana.com/vehicle/2383103
774,Dodge,Durango,2013,SXT,"93,594 miles","$19,990",['$398/mo'],None,www.carvana.com/vehicle/2383067
775,Dodge,Grand,2014,SXT 30th Anniversary,"90,951 miles","$16,990",['$339/mo'],None,www.carvana.com/vehicle/2356698
776,Kia,Sorento,2017,LX,"79,743 miles","$19,590",['$377/mo'],None,www.carvana.com/vehicle/2430424
777,Dodge,Charger,2017,SE,"59,808 miles","$23,990",['$453/mo'],None,www.carvana.com/vehicle/2430331
778,Kia,Sportage,2011,EX,"83,065 miles","$16,990",['$343/mo'],None,www.carvana.com/vehicle/2420026
779,Kia,Sorento,2016,LX,"83,453 miles","$18,990",['$373/mo'],None,www.carvana.com/vehicle/2438224
780,Kia,Sedona,2012,LX,"104,735 miles","$13,990",['$314/mo'],None,www.carvana.com/vehicle/2381765
781,Kia,Forte,2016,LX,"62,921 miles","$16,990",['$326/mo'],None,www.carvana.com/vehicle/2434191
782,Kia,Sorento,2014,LX,"83,698 miles","$16,990",['$338/mo'],None,www.carvana.com/vehicle/2446781
783,Dodge,Journey,2020,Crossroad,"42,288 miles","$24,990",['$471/mo'],None,www.carvana.com/vehicle/2446716
784,Dodge,Charger,2021,Scat Pack,"39,892 miles","$48,990",['$850/mo'],None,www.carvana.com/vehicle/2390220
785,Kia,Optima,2018,LX,"83,798 miles","$18,990",['$387/mo'],None,www.carvana.com/vehicle/2409829
786,Kia,Sedona,2017,LX,"95,150 miles","$19,990",['$408/mo'],None,www.carvana.com/vehicle/2475070
787,Kia,Soul,2016,base,"85,309 miles","$15,990",['$338/mo'],None,www.carvana.com/vehicle/2475329
788,Dodge,Dart,2016,SXT Sport,"20,883 miles","$19,590",['$398/mo'],None,www.carvana.com/vehicle/2455031
789,Dodge,Dart,2015,SXT,"63,306 miles","$15,990",['$331/mo'],None,www.carvana.com/vehicle/2455074
790,Dodge,Dart,2015,SXT,"102,442 miles","$13,990",['$313/mo'],None,www.carvana.com/vehicle/2249983
791,Kia,Sorento,2012,SX,"99,601 miles","$17,990",['$373/mo'],None,www.carvana.com/vehicle/2238612
792,Kia,Forte,2018,LX,"33,388 miles","$18,990",['$367/mo'],None,www.carvana.com/vehicle/2444947
793,Dodge,Challenger,2014,SXT,"40,068 miles","$23,990",['$471/mo'],None,www.carvana.com/vehicle/2421869
794,Kia,Optima,2015,LX,"56,611 miles","$17,590",['$353/mo'],None,www.carvana.com/vehicle/2444516
795,Kia,Forte,2015,LX,"88,343 miles","$13,990",['$303/mo'],None,www.carvana.com/vehicle/2453952
796,Kia,Rio,2013,LX,"59,052 miles","$14,590",['$334/mo'],None,www.carvana.com/vehicle/2453912
797,Kia,K900,2015,Premium,"72,486 miles","$23,990",['$473/mo'],None,www.carvana.com/vehicle/2237775
798,Dodge,Journey,2018,Crossroad,"59,884 miles","$22,990",['$456/mo'],None,www.carvana.com/vehicle/2477114
799,Dodge,Dart,2016,SXT,"99,822 miles","$14,590",['$305/mo'],None,www.carvana.com/vehicle/2424828
800,Kia,Soul,2015,+,"33,105 miles","$19,590",['$384/mo'],None,www.carvana.com/vehicle/2320399
801,Kia,Optima,2015,base,"78,685 miles","$16,990",['$336/mo'],None,www.carvana.com/vehicle/2424850
802,Dodge,Charger,2012,SXT,"76,202 miles","$18,990",['$384/mo'],None,www.carvana.com/vehicle/2312685
803,Kia,Optima,2014,LX,"90,837 miles","$15,990",['$352/mo'],None,www.carvana.com/vehicle/2483256
804,Kia,Forte,2014,EX,"57,241 miles","$16,590",['$334/mo'],None,www.carvana.com/vehicle/2320178
805,Dodge,Grand,2017,GT,"68,297 miles","$21,990",['$441/mo'],None,www.carvana.com/vehicle/2430957
806,Kia,Forte,2017,LX,"54,238 miles","$16,990",['$344/mo'],None,www.carvana.com/vehicle/2420680
807,Kia,Rio,2016,LX,"65,507 miles","$15,590",['$319/mo'],None,www.carvana.com/vehicle/2430683
808,Dodge,Charger,2013,SE,"44,739 miles","$19,990",['$407/mo'],None,www.carvana.com/vehicle/2463079
809,Kia,Soul,2013,base,"61,345 miles","$15,590",['$332/mo'],None,www.carvana.com/vehicle/2280526
810,Dodge,Grand,2013,Crew,"92,445 miles","$15,990",['$333/mo'],None,www.carvana.com/vehicle/2400234
811,Kia,K5,2022,GT-Line,"18,529 miles","$35,590",['$667/mo'],None,www.carvana.com/vehicle/2430345
812,Kia,Sorento,2017,SX,"80,811 miles","$23,990",['$499/mo'],None,www.carvana.com/vehicle/2400383
813,Kia,Soul,2012,base,"87,709 miles","$13,590",['$327/mo'],None,www.carvana.com/vehicle/2400347
814,Kia,Telluride,2021,EX,"15,605 miles","$49,990",['$866/mo'],None,www.carvana.com/vehicle/2400293
815,Kia,Soul,2016,base,"61,632 miles","$16,990",['$337/mo'],None,www.carvana.com/vehicle/2328800
816,Dodge,Grand,2017,SXT,"91,420 miles","$17,590",['$360/mo'],None,www.carvana.com/vehicle/2399465
817,Dodge,Dart,2015,SXT,"73,561 miles","$15,590",['$333/mo'],None,www.carvana.com/vehicle/2399541
818,Dodge,Journey,2016,SE,"57,735 miles","$18,990",['$383/mo'],None,www.carvana.com/vehicle/2215122
819,Kia,Sedona,2016,EX,"98,761 miles","$19,990",['$414/mo'],None,www.carvana.com/vehicle/2461860
820,Kia,Soul,2017,base,"95,508 miles","$15,990",['$335/mo'],None,www.carvana.com/vehicle/2460578
821,Dodge,Durango,2015,SXT,"54,466 miles","$24,990",['$481/mo'],None,www.carvana.com/vehicle/2467308
822,Kia,Optima,2017,LX,"55,355 miles","$18,990",['$378/mo'],None,www.carvana.com/vehicle/2470474
823,Dodge,Dart,2014,SE,"94,238 miles","$12,990",['$314/mo'],None,www.carvana.com/vehicle/2440953
824,Kia,Sedona,2012,LX,"101,922 miles","$13,990",['$336/mo'],None,www.carvana.com/vehicle/2440941
825,Kia,Soul,2015,base,"21,561 miles","$17,990",['$354/mo'],None,www.carvana.com/vehicle/2474076
826,Dodge,Dart,2013,SXT,"82,536 miles","$13,990",['$335/mo'],None,www.carvana.com/vehicle/2440984
827,Dodge,Grand,2016,SE,"79,660 miles","$18,990",['$384/mo'],None,www.carvana.com/vehicle/1909312
828,Kia,Optima,2017,LX Turbo,"45,658 miles","$20,590",['$407/mo'],None,www.carvana.com/vehicle/2446766
829,Kia,Soul,2017,base,"4,680 miles","$20,990",['$412/mo'],None,www.carvana.com/vehicle/2241565
830,Kia,Rio,2016,LX,"12,120 miles","$18,990",['$386/mo'],None,www.carvana.com/vehicle/2446620
831,Dodge,Challenger,2013,SXT,"69,594 miles","$19,990",['$397/mo'],None,www.carvana.com/vehicle/2442800
832,Kia,Optima,2016,base,"71,548 miles","$18,990",['$379/mo'],None,www.carvana.com/vehicle/2446216
833,Kia,Soul,2011,Sport,"43,915 miles","$16,990",['$344/mo'],None,www.carvana.com/vehicle/2409882
834,Kia,Sorento,2014,LX,"49,661 miles","$19,990",['$396/mo'],None,www.carvana.com/vehicle/2315282
835,Kia,Forte,2018,S,"29,558 miles","$20,990",['$410/mo'],None,www.carvana.com/vehicle/2478679
836,Dodge,Challenger,2020,SXT,"22,858 miles","$30,990",['$600/mo'],None,www.carvana.com/vehicle/2208183
837,Dodge,Journey,2020,SE Value,"12,972 miles","$27,590",['$536/mo'],None,www.carvana.com/vehicle/2208532
838,Kia,Telluride,2022,EX,"29,815 miles","$51,990",['$903/mo'],None,www.carvana.com/vehicle/2444755
839,Dodge,Charger,2019,GT,"77,564 miles","$27,990",['$558/mo'],None,www.carvana.com/vehicle/2422395
840,Dodge,Charger,2018,R/T Scat Pack,"32,146 miles","$43,990",['$801/mo'],None,www.carvana.com/vehicle/2424920
841,Dodge,Durango,2018,SXT,"86,209 miles","$28,990",['$587/mo'],None,www.carvana.com/vehicle/2423876
842,Kia,Sportage,2021,LX,"12,510 miles","$26,990",['$525/mo'],None,www.carvana.com/vehicle/2387024
843,Kia,K5,2021,GT-Line,"28,351 miles","$32,990",['$638/mo'],None,www.carvana.com/vehicle/2425364
844,Dodge,Challenger,2019,R/T,"23,965 miles","$36,990",['$713/mo'],None,www.carvana.com/vehicle/2438402
845,Kia,K5,2021,EX,"41,660 miles","$32,990",['$636/mo'],None,www.carvana.com/vehicle/2464651
846,Dodge,Charger,2016,SXT,"53,340 miles","$26,590",['$516/mo'],None,www.carvana.com/vehicle/2460580
847,Dodge,Durango,2017,R/T,"53,884 miles","$36,590",['$708/mo'],None,www.carvana.com/vehicle/2439842
848,Dodge,Charger,2018,R/T Scat Pack,"39,902 miles","$42,990",['$774/mo'],None,www.carvana.com/vehicle/2414232
849,Dodge,Grand,2016,SXT,"95,226 miles","$15,990",['$319/mo'],None,www.carvana.com/vehicle/2401794
850,Kia,Optima,2018,EX,"61,479 miles","$20,990",['$397/mo'],None,www.carvana.com/vehicle/2435671
851,Dodge,Journey,2019,SE,"22,297 miles","$24,590",['$462/mo'],None,www.carvana.com/vehicle/2487621
852,Dodge,Challenger,2016,SXT,"80,716 miles","$23,590",['$462/mo'],None,www.carvana.com/vehicle/2352235
853,Dodge,Journey,2017,SXT,"40,417 miles","$20,990",['$401/mo'],None,www.carvana.com/vehicle/2174625
854,Dodge,Charger,2021,GT,"25,408 miles","$35,590",['$668/mo'],None,www.carvana.com/vehicle/2482323
855,Dodge,Challenger,2018,SXT,"45,833 miles","$27,990",['$527/mo'],None,www.carvana.com/vehicle/2477250
856,Dodge,Charger,2018,SXT,"66,287 miles","$25,590",['$484/mo'],None,www.carvana.com/vehicle/2398552
857,Kia,Optima,2017,EX,"37,297 miles","$22,590",['$440/mo'],None,www.carvana.com/vehicle/2477715
858,Dodge,Challenger,2010,SE,"104,000 miles","$16,990",['$355/mo'],None,www.carvana.com/vehicle/2366887
859,Kia,Rio,2021,S,"28,022 miles","$21,590",['$416/mo'],None,www.carvana.com/vehicle/2470713
860,Kia,Sorento,2014,LX,"98,921 miles","$15,590",['$317/mo'],None,www.carvana.com/vehicle/2332769
861,Dodge,Grand,2016,R/T,"63,352 miles","$20,990",['$412/mo'],None,www.carvana.com/vehicle/2476079
862,Dodge,Avenger,2012,SXT,"96,240 miles","$12,990",['$309/mo'],None,www.carvana.com/vehicle/2478985
863,Dodge,Dart,2015,SE,"43,611 miles","$16,990",['$341/mo'],None,www.carvana.com/vehicle/2370610
864,Kia,Soul,2011,!,"71,535 miles","$14,990",['$308/mo'],None,www.carvana.com/vehicle/2312123
865,Dodge,Charger,2017,SXT,"81,265 miles","$23,990",['$485/mo'],None,www.carvana.com/vehicle/2347194
866,Kia,Soul,2018,+,"43,916 miles","$19,590",['$385/mo'],None,www.carvana.com/vehicle/2398536
867,Dodge,Avenger,2012,SXT,"92,916 miles","$12,990",['$314/mo'],None,www.carvana.com/vehicle/2451948
868,Dodge,Journey,2015,AVP,"85,408 miles","$16,990",['$368/mo'],None,www.carvana.com/vehicle/2399567
869,Kia,Sorento,2016,LX,"101,960 miles","$17,990",['$374/mo'],None,www.carvana.com/vehicle/2437362
870,Dodge,Challenger,2013,SXT Plus,"38,855 miles","$22,990",['$433/mo'],None,www.carvana.com/vehicle/2452220
871,Dodge,Grand,2014,SXT,"84,302 miles","$16,590",['$364/mo'],None,www.carvana.com/vehicle/2416030
872,Kia,Optima,2019,LX,"75,891 miles","$20,990",['$416/mo'],None,www.carvana.com/vehicle/2362633
873,Kia,Sorento,2014,LX,"60,138 miles","$17,990",['$359/mo'],None,www.carvana.com/vehicle/2232804
874,Kia,Forte,2013,LX,"74,785 miles","$13,590",['$296/mo'],None,www.carvana.com/vehicle/2328053
875,Kia,K5,2022,GT-Line,"14,025 miles","$34,990",['$670/mo'],None,www.carvana.com/vehicle/2381857
876,Dodge,Challenger,2018,SXT Plus,"47,481 miles","$28,990",['$555/mo'],None,www.carvana.com/vehicle/2458970
877,Dodge,Journey,2016,Crossroad Plus,"85,543 miles","$18,990",['$397/mo'],None,www.carvana.com/vehicle/2314850
878,Kia,Forte,2017,LX,"87,363 miles","$14,990",['$314/mo'],None,www.carvana.com/vehicle/2388531
879,Dodge,Charger,2015,SXT,"66,189 miles","$23,990",['$472/mo'],None,www.carvana.com/vehicle/2454049
880,Dodge,Journey,2015,SXT,"74,026 miles","$16,990",['$346/mo'],None,www.carvana.com/vehicle/2357266
881,Kia,Forte,2017,LX,"70,140 miles","$15,990",['$322/mo'],None,www.carvana.com/vehicle/2420945
882,Kia,Optima,2016,LX,"103,268 miles","$15,990",['$339/mo'],None,www.carvana.com/vehicle/2430821
883,Kia,Soul,2016,+,"90,322 miles","$15,990",['$338/mo'],None,www.carvana.com/vehicle/2485976
884,Dodge,Journey,2020,SE Value,"21,325 miles","$24,990",['$488/mo'],None,www.carvana.com/vehicle/2366998
885,Dodge,Charger,2016,R/T,"100,523 miles","$24,990",['$510/mo'],None,www.carvana.com/vehicle/2375324
886,Dodge,Challenger,2020,SXT,"6,551 miles","$32,990",['$640/mo'],None,www.carvana.com/vehicle/2475773
887,Kia,Soul,2018,!,"79,261 miles","$21,990",['$417/mo'],None,www.carvana.com/vehicle/2214412
888,Dodge,Challenger,2010,R/T,"99,442 miles","$20,990",['$442/mo'],None,www.carvana.com/vehicle/2435418
889,Dodge,Durango,2020,GT Plus,"40,454 miles","$36,590",['$703/mo'],None,www.carvana.com/vehicle/2457643
890,Dodge,Challenger,2016,392 Hemi Scat Pack Shaker,"14,039 miles","$43,990",['$786/mo'],None,www.carvana.com/vehicle/2484850
891,Dodge,Challenger,2017,R/T Scat Pack,"34,244 miles","$39,990",['$766/mo'],None,www.carvana.com/vehicle/2401778
892,Dodge,Durango,2020,R/T,"53,338 miles","$40,990",['$734/mo'],None,www.carvana.com/vehicle/2381060
893,Dodge,Charger,2016,R/T,"87,597 miles","$26,990",['$544/mo'],None,www.carvana.com/vehicle/2457725
894,Kia,K5,2021,GT-Line,"33,612 miles","$31,990",['$616/mo'],None,www.carvana.com/vehicle/2357907
895,Dodge,Durango,2019,R/T,"30,882 miles","$41,590",['$747/mo'],None,www.carvana.com/vehicle/2313282
896,Dodge,Charger,2020,Scat Pack,"1,138 miles","$50,990",['$884/mo'],None,www.carvana.com/vehicle/2476706
897,Kia,Optima,2016,LX,"79,767 miles","$17,590",['$356/mo'],None,www.carvana.com/vehicle/2321442
898,Kia,K5,2022,GT-Line,"6,843 miles","$36,590",['$703/mo'],None,www.carvana.com/vehicle/2392426
899,Dodge,Durango,2018,R/T,"33,248 miles","$41,590",['$747/mo'],None,www.carvana.com/vehicle/2292763
900,Kia,Forte,2017,LX,"104,803 miles","$14,590",['$307/mo'],None,www.carvana.com/vehicle/2370551
901,Kia,Optima,2013,LX Hybrid,"76,043 miles","$16,990",['$390/mo'],None,www.carvana.com/vehicle/2474974
902,Dodge,Journey,2017,SE,"41,644 miles","$20,990",['$420/mo'],None,www.carvana.com/vehicle/2418251
903,Kia,Optima,2019,S,"37,134 miles","$23,990",['$470/mo'],None,www.carvana.com/vehicle/2470750
904,Kia,Sorento,2017,EX,"64,585 miles","$23,990",['$472/mo'],None,www.carvana.com/vehicle/2273970
905,Dodge,Charger,2020,Scat Pack,"12,319 miles","$48,590",['$862/mo'],None,www.carvana.com/vehicle/2428793
906,Dodge,Challenger,2012,R/T,"51,620 miles","$25,990",['$513/mo'],None,www.carvana.com/vehicle/2468047
907,Dodge,Grand,2015,SXT,"80,576 miles","$17,990",['$387/mo'],None,www.carvana.com/vehicle/2450981
908,Dodge,Challenger,2015,Scat Pack,"12,239 miles","$40,990",['$737/mo'],None,www.carvana.com/vehicle/2487219
909,Dodge,Charger,2016,SE,"94,941 miles","$20,590",['$429/mo'],None,www.carvana.com/vehicle/2287398
910,Dodge,Challenger,2010,R/T,"62,802 miles","$24,990",['$491/mo'],None,www.carvana.com/vehicle/2335383
911,Kia,Forte,2018,LX,"88,081 miles","$14,990",['$314/mo'],None,www.carvana.com/vehicle/2244100
912,Dodge,Durango,2016,SXT,"103,013 miles","$23,990",['$491/mo'],None,www.carvana.com/vehicle/2328032
913,Kia,Soul,2019,base,"29,156 miles","$20,590",['$388/mo'],None,www.carvana.com/vehicle/2300806
914,Dodge,Charger,2016,R/T,"79,511 miles","$26,990",['$530/mo'],None,www.carvana.com/vehicle/2355605
915,Dodge,Challenger,2014,R/T 100th Anniversary Edition,"41,985 miles","$28,990",['$561/mo'],None,www.carvana.com/vehicle/2241381
916,Dodge,Challenger,2019,SXT,"22,705 miles","$29,590",['$574/mo'],None,www.carvana.com/vehicle/2432236
917,Dodge,Durango,2017,GT,"62,820 miles","$30,990",['$604/mo'],None,www.carvana.com/vehicle/2250961
918,Dodge,Charger,2018,Daytona 392,"56,469 miles","$42,990",['$785/mo'],None,www.carvana.com/vehicle/2230690
919,Dodge,Charger,2019,Scat Pack,"25,594 miles","$44,990",['$819/mo'],None,www.carvana.com/vehicle/2456463
